ticker
PETR4
VALE3
ITUB4
BBDC4
B3SA3
ABEV3
MGLU3
GNDI3
LREN3
WEGE3
BBAS3
VVAR3
CIEL3
BRDT3
SUZB3
JBSS3
CSNA3
MRFG3
GGBR4
RADL3
CPFE3
KLBN11
EMBR3
HYPE3
BTOW3
EQTL3
LAME4
CVCB3
IRBR3
RAIL3
GOLL4
TIMP3
ELET6
CSAN3
CESP6
BRKM5
CPLE6
ECOR3
HAPV3
YDUQ3
GOAU4
MRVE3
BBSE3
CCRO3
AZUL4
RENT3
CASH3
OPCT3
VIVT4
CYRE3
ENBR3
BRFS3
NTCO3
QUAL3
EGIE3
MULT3
BRAP4
PCAR3
JHSF3
UGPA3
HGTX3
ELET3
SULA11
CRFB3
EVEN3
LAME3
BIDI11
MEAL3
ALUP11
CMIG4
ODPV3
BRSR6
RAPT4
SMLS3
ENAT3
SBSP3
HBSA3
BTTL3
CESP3
MPLU3
PETZ3
ITSA4
CGRA4
BRPR3
CSMG3
VLID3
